"","X","집계년도","재산번호","재산구분명","재산종류명","행정재산구분명","회계구분명","산구분명","시군구명","읍면동명","리명","본번","부번","입력시스템명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득승인여부","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude"
"29",11131,2015,126156,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,427,13,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1997-12-13","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  427 - 13",127.14,37.5976
"30",11132,2015,126127,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,433,52,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-11-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  433 - 52",127.1424,37.5973
"31",11133,2015,126157,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,436,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1997-12-13","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  436 - 0",127.1407,37.596
"32",11145,2015,126082,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"33",11146,2015,126083,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"34",11147,2015,126097,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-04-27","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"35",11148,2015,126170,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","토평동",NA,877,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 토평동  877 - 0",127.1356,37.5734
"36",11149,2015,126167,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,273,4,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1999-12-06","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  273 - 4",127.1499,37.5929
"37",11150,2015,126118,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,290,20,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1983-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  290 - 20",127.1491,37.5954
"38",11151,2015,126117,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,328,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1993-10-26","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  328 - 1",127.1496,37.5957
"39",11182,2015,126138,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,853,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  853 - 0",127.1439,37.591
"40",11183,2015,126139,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,854,2,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  854 - 2",127.1394,37.5891
"41",11184,2015,126142,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,854,3,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2002-01-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  854 - 3",127.1391,37.5881
"42",11185,2015,126140,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,855,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  855 - 0",127.1426,37.5897
"43",11186,2015,126141,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,856,2,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2002-01-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  856 - 2",127.1408,37.588
"44",11187,2015,126168,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,873,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  873 - 1",127.1385,37.5873
"45",11188,2015,126172,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,879,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  879 - 1",127.1522,37.5943
"46",11189,2015,126173,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,880,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  880 - 0",127.1534,37.5955
"47",11190,2015,126174,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,882,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  882 - 0",127.1553,37.5943
"48",11191,2015,158487,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","아천동",NA,380,33,"이호조","미등록","미등록",1,NA,3001000,3001000,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2010-07-23","Y","신축","지상식소하전","2010-09-27","","경기도 구리시 아천동  380 - 33",127.1142,37.5756
"49",11192,2015,126178,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","토평동",NA,659,4,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 토평동  659 - 4",127.1472,37.5887
"50",11193,2015,126169,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","토평동",NA,876,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2004-04-08","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 토평동  876 - 0",127.1368,37.5727
"51",11198,2015,126074,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"52",11199,2015,126075,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"53",11200,2015,126076,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"54",11201,2015,126077,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"55",11202,2015,126078,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"56",11203,2015,126080,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"57",11204,2015,126081,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"58",11209,2015,126119,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,574,38,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1983-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  574 - 38",127.1481,37.5958
"59",11210,2015,126194,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,584,8,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2005-11-02","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  584 - 8",127.147,37.5943
"60",11211,2015,126146,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,589,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-04-26","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  589 - 0",127.1476,37.5948
"61",11212,2015,126160,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,611,5,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2000-09-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  611 - 5",127.1425,37.5932
"62",11213,2015,126152,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,620,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2002-04-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  620 - 0",127.1432,37.593
"63",11214,2015,126128,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,652,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1985-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  652 - 1",127.1442,37.5924
"64",11215,2015,126136,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,697,2,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  697 - 2",127.1452,37.5915
"65",11216,2015,126130,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,754,3,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-10-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  754 - 3",127.139,37.5933
"66",11217,2015,126137,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,849,8,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  849 - 8",127.1401,37.5914
"67",11218,2015,126134,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,850,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-04-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  850 - 0",127.1394,37.5921
"68",11219,2015,126135,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,852,0,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1994-03-20","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  852 - 0",127.1419,37.5915
