"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x2049",83818,127.3571,37.7753,"1",3.75,3.75,0,0,0,0,0,2,0,0,0,0,0,0,2,29,8,1,0,0
"x2050",141860,127.333,37.7696,"4",0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2051",141861,127.333,37.7693,"4",0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2052",141863,127.3336,37.7694,"1",0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2053",141864,127.3317,37.7659,"4",0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x2054",187290,127.3326,37.7657,"4",0.13986,0.1340546,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x2055",187292,127.3366,37.7708,"1",0.141261261261261,0.135397297297297,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2056",187293,127.3337,37.7666,"1",0.140553359683794,0.134718972332016,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x2057",190581,127.3338,37.7694,"4",0.14011447260834,0.134298528209321,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2058",190582,127.3364,37.7707,"1",0.140619469026549,0.134782300884956,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2059",83692,127.3613,37.7294,"4",0.26,0.184,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x2060",83693,127.3473,37.74,"4",0.189,0.5,0,0,0,0,0,4,0,0,0,3,0,0,12,25,2,4,0,0
"x2061",83785,127.3694,37.7684,"1",0.264,0.264,0,1,1,1,1,0,0,0,1,0,3,0,2,45,45,5,0,1
"x2062",86165,127.485,37.714,"1",0.197981651376147,0.197981651376147,0,1,0,0,0,1,0,0,0,1,0,0,6,24,6,4,0,0
"x2063",86172,127.4853,37.7139,"1",0.197884615384615,0.197884615384615,0,1,0,0,0,1,0,0,0,1,0,0,5,24,6,4,0,0
"x2064",86171,127.4856,37.7138,"4",1.02370218579235,1.02370218579235,0,1,0,0,0,1,0,0,0,1,0,0,4,24,6,4,0,0
"x2065",155715,127.4861,37.8471,"3",10.9105574324324,10.9105574324324,0,1,0,0,0,0,0,0,0,0,0,0,7,24,6,0,0,0
"x2066",155777,127.4861,37.8467,"4",9.81406714503153,9.81406714503153,0,1,0,0,0,0,0,0,0,0,0,0,7,24,6,0,0,0
"x2067",155781,127.4858,37.8464,"3",9.56743483333333,9.56743483333333,0,1,0,0,0,0,0,0,0,0,0,0,7,22,5,0,0,0
"x2068",155785,127.4868,37.8467,"1",10.147696969697,10.147696969697,0,1,0,0,0,0,0,0,0,0,0,0,7,22,6,0,0,0
"x2069",155786,127.4867,37.8469,"1",10.0295996621622,10.0295996621622,0,1,0,0,0,0,0,0,0,0,0,0,6,24,6,0,0,0
"x2070",155787,127.4869,37.8468,"4",8.2653584040747,8.2653584040747,0,1,0,0,0,0,0,0,0,0,0,0,6,22,6,0,0,0
"x2071",155788,127.4867,37.847,"1",10.028237944664,10.028237944664,0,1,0,0,0,0,0,0,0,0,0,0,6,24,6,0,0,0
"x2072",155789,127.4864,37.847,"1",10.028237944664,10.028237944664,0,1,0,0,0,0,0,0,0,0,0,0,7,24,6,0,0,0
"x2073",155790,127.4864,37.8472,"1",10.028237944664,10.028237944664,0,1,0,0,0,0,0,0,0,0,0,0,6,24,6,0,0,0
"x2074",155791,127.4866,37.8472,"1",10.028237944664,10.028237944664,0,1,0,0,0,0,0,0,0,0,0,0,6,24,6,0,0,0
"x2075",155792,127.4867,37.8472,"1",10.028237944664,10.028237944664,0,1,0,0,0,0,0,0,0,0,0,0,6,24,6,0,0,0
"x2076",181287,127.5499,37.9323,"1",10.93125,12.28125,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,0,0,0
"x2077",181152,127.5507,37.9323,"4",1.35,1.62521531100478,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,0,0,0
"x2078",123753,127.5766,37.9485,"1",3.79888268156425,3.79888268156425,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2079",118978,127.5767,37.9487,"3",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2080",118979,127.5769,37.949,"2",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2081",118980,127.5772,37.9503,"1",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2082",118981,127.5769,37.9503,"1",0.66,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2083",118982,127.5772,37.9497,"1",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2084",118983,127.577,37.9495,"1",0.495,0.495,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2085",152043,127.5766,37.9496,"4",0.0435,0.0435,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2086",152044,127.5764,37.95,"4",0.0426,0.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2087",84201,127.5116,37.7448,"1",1.16961038961039,1.16961038961039,0,1,0,0,0,0,0,0,0,1,1,0,4,19,7,1,0,0
"x2088",83622,127.5702,37.9374,"4",0.08,0.0719,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x2089",83315,127.5185,37.8586,"4",0.0999,0.0979,0,0,1,1,0,1,0,0,0,1,0,0,3,7,6,1,0,0
"x2090",83316,127.519,37.8589,"4",0.0999,0.0979,0,0,1,1,0,1,0,0,0,1,0,0,3,7,7,1,0,0
"x2091",148179,127.5231,37.8574,"3",1.80443023255814,1.80443023255814,0,0,1,1,0,1,0,0,0,1,0,0,3,5,6,1,0,0
"x2092",182890,127.5083,37.7398,"1",7.65,7.65,0,1,0,0,0,0,0,0,0,1,1,0,6,29,10,0,0,0
"x2093",84307,127.5086,37.7396,"3",1.025,1.025,0,1,0,0,0,0,0,0,0,1,1,0,6,29,10,0,0,0
"x2094",84165,127.5083,37.7391,"1",1.05,1.05,0,1,0,0,0,0,0,0,0,1,1,0,6,29,10,0,0,0
"x2095",118884,127.5602,37.8987,"4",0.363630663856691,0.363630663856691,0,0,0,0,0,1,0,0,0,0,0,0,0,22,4,0,0,0
"x2096",118883,127.5603,37.8992,"1",0.594,0.594,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,0,0,0
"x2097",119045,127.5639,37.9365,"4",0.0495,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x2098",119046,127.5631,37.9372,"4",0.0495,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x2099",152041,127.5809,37.9493,"4",0.0426,0.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2100",83563,127.5781,37.9482,"4",0.0426,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2101",83564,127.5786,37.9486,"4",0.0426,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2102",83565,127.5783,37.9489,"4",0.0426,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2103",83566,127.5787,37.9499,"4",0.0426,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2104",152042,127.5793,37.9508,"4",0.0426,0.0426,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2105",119047,127.5608,37.9374,"1",0.0495,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x2106",119048,127.5609,37.9374,"2",0.0495,0.0495,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x2107",119049,127.5614,37.9376,"1",0.184,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x2108",119050,127.5611,37.9375,"1",0.184,0.184,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x2109",118977,127.5758,37.9482,"2",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2110",118976,127.5756,37.9479,"3",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2111",118975,127.5755,37.9472,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2112",85092,127.548,37.8881,"1",2.4,2.4,1,2,2,2,0,2,1,0,1,1,4,4,5,24,28,0,0,1
"x2113",92981,127.548,37.888,"1",2.4,2.4,1,2,2,2,0,2,1,0,1,1,4,4,5,24,28,0,0,1
"x2114",85097,127.5479,37.8891,"1",1.65,1.65,1,2,0,0,0,3,1,0,1,1,4,4,5,23,28,0,0,1
"x2115",118876,127.5468,37.8845,"1",0.33,0.33,1,2,2,2,0,2,1,0,1,1,4,4,5,21,28,0,0,1
"x2116",118877,127.548,37.8839,"1",0.33,0.33,1,2,2,2,0,2,1,0,1,1,4,4,5,21,29,0,0,1
"x2117",87158,127.5722,37.9073,"4",1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
"x2118",87102,127.5526,37.8959,"1",1.07,1.07,0,0,0,0,0,3,0,0,0,0,1,0,0,12,9,0,0,0
"x2119",83561,127.5786,37.9468,"4",0.044,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2120",83562,127.5777,37.9468,"4",0.044,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x2121",87171,127.3677,37.7956,"4",1.47,1.47,0,0,1,0,0,0,1,0,0,0,1,0,2,6,9,0,2,0
"x2122",87172,127.3686,37.7951,"3",1.42,1.42,0,0,1,0,0,0,1,0,0,0,1,0,2,6,9,0,2,0
"x2123",118886,127.5645,37.9187,"2",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0
"x2124",118887,127.5645,37.9184,"1",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0
"x2125",118929,127.5609,37.9045,"4",0.247,0.247,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,0,0,0
"x2126",118914,127.5638,37.9131,"1",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
"x2127",118915,127.5647,37.9128,"3",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
"x2128",118921,127.5649,37.9131,"2",0.825,0.825,0,0,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
"x2129",118926,127.5643,37.9112,"1",1.59,1.59,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,0,0,0
"x2130",118927,127.5653,37.9076,"4",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,0,0,0
"x2131",118928,127.5656,37.9071,"1",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,2,16,3,0,0,0
"x2132",83419,127.5329,37.9266,"4",0.121,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"x2133",83420,127.5296,37.9282,"4",0.121,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x2134",118880,127.5603,37.9001,"1",0.594,0.594,0,0,0,0,0,1,0,0,0,0,0,0,0,19,4,0,0,0
"x2135",118881,127.5603,37.899,"1",0.594,0.594,0,0,0,0,0,1,0,0,0,0,0,0,0,21,4,0,0,0
"x2136",118882,127.5602,37.8989,"1",0.594,0.594,0,0,0,0,0,1,0,0,0,0,0,0,0,22,4,0,0,0
"x2137",145123,127.3697,37.7951,"4",0.313500204666394,0.313500204666394,0,0,1,0,0,0,1,0,0,0,1,0,2,5,9,0,2,0
"x2138",145122,127.3695,37.795,"1",1.515,1.515,0,0,1,0,0,0,1,0,0,0,1,0,2,5,9,0,2,0
"x2139",119073,127.3656,37.7708,"1",0.462,0.462,0,1,1,1,0,2,0,0,1,0,3,0,1,57,43,5,0,1
"x2140",83805,127.3662,37.7704,"4",0.231,0.231,0,1,1,1,0,0,0,0,1,0,3,0,1,58,43,4,0,1
"x2141",83806,127.3665,37.77,"1",0.231111111111111,0.231111111111111,0,1,1,1,0,0,0,0,1,0,3,0,1,56,43,5,0,1
"x2142",83807,127.3668,37.7696,"3",0.231,0.231,0,1,1,1,0,0,0,0,1,0,3,0,1,55,43,5,0,1
"x2143",83808,127.367,37.7693,"2",0.231009615384615,0.231009615384615,0,1,1,1,1,0,0,0,1,0,3,0,1,57,42,6,0,1
"x2144",83809,127.3648,37.7714,"1",0.231005917159763,0.231005917159763,0,1,1,1,0,2,0,0,1,0,3,0,2,50,42,5,0,1
"x2145",83810,127.3652,37.771,"2",0.228019801980198,0.228019801980198,0,1,1,1,0,2,0,0,1,0,3,0,1,57,43,5,0,1
"x2146",83811,127.3641,37.7731,"1",0.165,0.165,0,1,1,1,0,2,0,0,0,0,3,0,2,46,37,5,0,1
"x2147",83812,127.3648,37.7719,"1",0.232,0.232,0,1,1,1,0,2,0,0,1,0,3,0,2,49,40,5,0,1
"x2148",83813,127.3648,37.7717,"1",0.230987654320988,0.230987654320988,0,1,1,1,0,2,0,0,1,0,3,0,2,49,41,5,0,1
"x2149",119052,127.3202,37.7936,"1",2.09,2.09,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,0
"x2150",83761,127.3193,37.7936,"4",0.684001883239171,0.684001883239171,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,0
"x2151",85540,127.3163,37.792,"1",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,17,6,1,0,0
"x2152",83767,127.3147,37.7923,"2",0.103021148036254,0.103021148036254,0,0,0,0,0,1,0,0,0,0,0,0,1,15,6,1,0,0
"x2153",83679,127.2824,37.7803,"4",0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0
"x2154",83650,127.2917,37.7896,"4",0.193,0.649,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,0
"x2155",83651,127.2887,37.7887,"4",0.17,0.583,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0
"x2156",83652,127.2875,37.7885,"1",0.168,0.565,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,1,0,0
"x2157",83754,127.3211,37.7934,"1",2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,1,0,0
"x2158",83755,127.3229,37.7937,"4",0.498525179856115,0.498525179856115,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,0
"x2159",83758,127.3204,37.7939,"1",0.0246733668341709,0.0246733668341709,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,0
"x2160",119456,127.357,37.8094,"3",0.363,0.363,0,2,4,0,0,0,2,0,1,1,6,4,2,3,28,0,0,0
"x2161",119455,127.357,37.8099,"4",0.264,0.264,0,2,4,0,0,0,2,0,1,1,6,4,2,3,28,0,0,0
"x2162",83759,127.3209,37.7938,"1",0.815,0.815,0,0,0,0,0,0,0,0,0,0,0,0,1,15,5,1,0,0
"x2163",83760,127.3197,37.7934,"3",1.16982543640898,1.16982543640898,0,0,0,0,0,0,0,0,0,0,0,0,1,16,5,1,0,0
"x2164",145121,127.3485,37.8246,"1",4.625,4.625,1,6,9,1,7,2,2,0,0,1,14,3,1,17,141,12,5,4
"x2165",145120,127.3486,37.8247,"1",2.29834183673469,1.85,1,6,9,1,7,2,2,0,0,1,14,3,1,18,141,12,5,4
"x2166",181151,127.3547,37.8125,"2",0.0855645569620253,2.91784303797468,1,6,5,2,3,1,2,0,1,1,13,5,1,13,118,11,4,3
"x2167",181150,127.3552,37.8123,"4",0.012768039289762,1.21385417453721,1,6,5,2,0,1,2,0,1,1,11,5,1,12,106,9,4,3
"x2168",119450,127.3396,37.813,"4",0.396,0.396,1,2,1,2,0,0,3,0,1,1,8,2,0,2,20,1,3,2
"x2169",83838,127.3409,37.8098,"1",1.85,1.85,0,2,4,3,1,0,2,0,1,1,5,0,0,0,20,1,0,0
"x2170",83839,127.341,37.8091,"1",1.85,1.85,0,2,4,3,1,0,2,0,0,1,5,0,0,0,20,1,0,0
"x2171",83840,127.3412,37.8083,"4",0.849456188203205,0.849456188203205,0,1,3,3,1,0,2,0,0,1,4,0,1,0,20,1,0,0
"x2172",83841,127.341,37.809,"2",0.604179810725552,0.604179810725552,0,2,3,3,1,0,2,0,0,1,5,0,0,0,20,1,0,0
"x2173",83842,127.3411,37.8088,"2",1.83385620915033,1.83385620915033,0,2,3,3,1,0,2,0,0,1,5,0,0,0,20,1,0,0
"x2174",119451,127.3412,37.8087,"1",1.6,1.6,0,2,4,3,1,0,2,0,0,1,5,0,0,0,20,1,0,0
"x2175",159438,127.3538,37.8077,"1",11.95,11.95,0,2,4,1,0,0,2,0,1,1,6,2,1,3,28,1,0,0
"x2176",159437,127.354,37.8075,"1",11.95,11.95,0,2,4,1,0,0,2,0,1,1,6,2,1,3,28,1,0,0
"x2177",154350,127.3568,37.8084,"4",8.34,8.34,0,2,3,0,0,0,2,0,1,1,5,2,2,3,28,0,0,0
"x2178",145014,127.356,37.8078,"3",7.8,7.8,0,2,3,0,0,0,2,0,1,1,5,2,2,3,27,1,0,0
"x2179",147569,127.3561,37.811,"3",0.82,0.82,1,3,5,2,0,1,2,0,1,1,6,4,2,4,38,2,0,0
"x2180",119454,127.3564,37.8105,"2",0.264,0.264,0,3,4,1,0,1,2,0,1,1,6,4,2,4,29,0,0,0
"x2181",147568,127.356,37.8109,"3",1.9,1.9,1,3,5,2,0,1,2,0,1,1,6,4,2,4,38,2,0,0
"x2182",119452,127.3563,37.8105,"4",0.363,0.363,0,3,4,2,0,1,2,0,1,1,6,4,2,4,29,0,0,0
"x2183",119453,127.3563,37.8102,"1",0.363,0.363,0,2,4,1,0,0,2,0,1,1,6,4,2,3,28,0,0,0
"x2184",83307,127.5219,37.8602,"4",0.097,0.095,0,0,1,1,0,1,0,0,0,1,0,0,3,6,7,1,0,0
"x2185",83308,127.5221,37.8603,"4",0.0999,0.0979,0,0,1,1,0,1,0,0,0,1,0,0,3,6,7,1,0,0
"x2186",83305,127.5201,37.861,"4",0.098,0.096,0,0,1,1,0,1,0,0,0,1,0,0,3,7,7,1,0,0
"x2187",83306,127.5219,37.86,"4",0.098,0.096,0,0,1,1,0,1,0,0,0,1,0,0,3,6,7,1,0,0
"x2188",84296,127.5095,37.7407,"1",1.1,1.1,0,1,0,0,0,0,0,0,0,1,2,0,6,30,10,1,0,0
"x2189",84297,127.5095,37.7403,"1",1.1,1.1,0,1,0,0,0,0,0,0,0,1,1,0,6,30,11,1,0,0
"x2190",84299,127.5091,37.7399,"2",1.025,1.025,0,1,0,0,0,0,0,0,0,1,1,0,6,30,10,1,0,0
"x2191",84300,127.509,37.74,"1",1.3,1.3,0,1,0,0,0,0,0,0,0,1,1,0,6,30,12,1,0,0
"x2192",84301,127.5089,37.7399,"1",1.3,1.3,0,1,0,0,0,0,0,0,0,1,1,0,6,29,11,0,0,0
"x2193",119012,127.5686,37.9224,"4",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2194",119013,127.5693,37.9237,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"x2195",119014,127.5685,37.9243,"1",3.05,3.05,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"x2196",119015,127.5684,37.9241,"1",1.36,1.36,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"x2197",119016,127.5682,37.9286,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2198",119017,127.5682,37.9285,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2199",119018,127.5694,37.927,"2",1.7,1.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x2200",119019,127.568,37.929,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2201",188798,127.4656,37.8593,"3",6.66,6.66,0,0,0,0,0,1,0,0,0,0,0,0,1,25,1,0,0,0
"x2202",188800,127.4712,37.86,"1",7.37,7.37,0,0,0,0,0,3,0,0,0,0,0,0,2,30,3,0,0,0
"x2203",188802,127.4707,37.8599,"3",9.5,9.5,0,0,0,0,0,3,0,0,0,0,0,0,2,27,2,0,0,0
"x2204",188809,127.4645,37.8622,"4",6.46,6.46,0,0,0,0,0,1,0,0,0,0,0,0,2,33,1,0,0,0
"x2205",188805,127.4641,37.8621,"1",6.69,6.69,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
"x2206",188806,127.4641,37.8623,"4",8.71,8.71,0,0,0,0,0,0,0,0,0,0,0,0,2,33,1,0,0,0
"x2207",119011,127.5689,37.9226,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2208",119010,127.5687,37.9222,"1",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2209",119009,127.5681,37.9217,"3",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2210",84303,127.5089,37.7398,"1",1.025,1.025,0,1,0,0,0,0,0,0,0,1,1,0,6,29,11,0,0,0
"x2211",84304,127.5086,37.7397,"1",1.025,1.025,0,1,0,0,0,0,0,0,0,1,1,0,6,29,10,0,0,0
"x2212",164533,127.5702,37.9374,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x2213",119003,127.5705,37.9384,"3",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x2214",83623,127.571,37.9387,"4",0.08,0.0719,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x2215",83624,127.5712,37.939,"4",0.0978,0.0885,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x2216",83625,127.5501,37.929,"4",0.0679,0.0614,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0
"x2217",119004,127.5674,37.9212,"3",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2218",119005,127.5675,37.9212,"2",0.429,0.429,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2219",119006,127.5669,37.9211,"3",0.33,0.33,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2220",119007,127.5648,37.9195,"3",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0
"x2221",119008,127.5682,37.9218,"3",0.594,0.594,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x2222",119459,127.3567,37.8097,"1",0.45375,0.45375,0,2,4,0,0,0,2,0,1,1,6,4,2,3,28,0,0,0
"x2223",152027,127.3577,37.8088,"1",0.8,0.8,0,2,3,0,0,0,2,0,1,1,5,2,2,3,28,0,0,0
"x2224",152026,127.3573,37.8086,"2",6.3,6.3,0,2,3,0,0,0,2,0,1,1,5,2,2,3,28,0,0,0
"x2225",87134,127.3532,37.8216,"1",6.82,6.82,1,6,11,2,7,2,2,0,1,0,15,3,1,16,142,12,5,4
"x2226",119440,127.3557,37.8831,"1",4.3,4.3,0,0,0,0,0,1,0,0,0,0,0,0,3,10,3,0,1,0
"x2227",87015,127.3522,37.8889,"1",1.32,1.32,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,0,1,0
"x2228",87014,127.3511,37.8898,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,3,1,0,1,0
"x2229",158434,127.3564,37.8752,"4",1.3,1.3,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,0,0,0
"x2230",158433,127.357,37.8759,"1",1.4,1.4,0,0,0,0,0,1,0,0,0,0,0,0,4,10,2,0,0,0
"x2231",158432,127.3567,37.8756,"3",1.4,1.4,0,0,0,0,0,1,0,0,0,0,0,0,4,9,2,0,0,0
"x2232",119457,127.3571,37.8092,"1",0.45375,0.45375,0,2,3,0,0,0,2,0,1,1,6,3,2,3,28,0,0,0
"x2233",119458,127.3568,37.8098,"4",0.264,0.264,0,2,4,0,0,0,2,0,1,1,6,4,2,3,28,0,0,0
"x2234",87129,127.3533,37.8223,"1",0.594,0.594,1,6,10,1,7,2,2,0,1,0,15,3,1,16,143,12,5,4
"x2235",87131,127.353,37.8217,"1",6.36,604.2,1,6,10,2,7,2,2,0,1,0,15,3,1,16,142,12,5,4
"x2236",87132,127.3531,37.8219,"1",6.36,6.36,1,6,10,1,7,2,2,0,1,0,15,3,1,16,143,12,5,4
"x2237",87133,127.3531,37.8215,"1",6.3,6.3,1,6,11,2,7,2,2,0,1,0,15,3,1,16,143,12,5,4
"x2238",158379,127.3535,37.8671,"1",1.78,1.78,0,0,0,0,0,3,0,0,0,0,0,0,5,28,22,0,0,0
"x2239",119426,127.3426,37.9079,"4",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x2240",119427,127.3432,37.9044,"4",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x2241",119428,127.3443,37.9033,"4",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x2242",143148,127.345,37.9024,"1",0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2243",119429,127.3454,37.8994,"2",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2244",119430,127.3455,37.8985,"1",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x2245",119431,127.3495,37.8961,"4",0.122,0.122,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0
"x2246",119432,127.351,37.8927,"4",0.122,0.122,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0
"x2247",119433,127.3508,37.89,"3",0.124,0.124,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,1,0
"x2248",119434,127.3527,37.8882,"4",0.124,0.124,0,0,0,0,0,1,0,0,0,0,0,0,2,8,1,0,1,0
"x2249",143149,127.3514,37.8939,"1",0.965,0.965,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,1,0
"x2250",87006,127.3515,37.889,"4",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0
"x2251",87007,127.3521,37.8888,"1",1.95,1.95,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,0,1,0
"x2252",87008,127.351,37.8904,"1",6.4,6.4,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,1,0
"x2253",87009,127.3516,37.8892,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0
"x2254",87010,127.3516,37.8892,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0
"x2255",87011,127.3518,37.889,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,1,0
"x2256",87012,127.3519,37.8889,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,2,6,1,0,1,0
"x2257",87013,127.351,37.8899,"1",2.3,2.3,0,0,0,0,0,1,0,0,0,0,0,0,3,4,1,0,1,0
