"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x1236",164410,127.4379,37.809,"3",2.87,2.87,0,0,0,0,0,0,0,0,0,0,0,0,4,13,1,0,0,0
"x1237",92883,127.5145,37.8062,"1",0.935,0.935,1,3,4,0,0,7,0,1,1,0,0,0,0,28,46,5,0,0
"x1238",84016,127.5144,37.8057,"2",0.935,0.935,1,3,3,0,0,6,0,0,1,0,0,0,0,28,43,5,0,0
"x1239",84015,127.5146,37.8062,"1",0.935,0.935,1,3,4,0,0,7,0,1,1,0,0,0,0,28,46,5,0,0
"x1240",85713,127.5363,37.5997,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0
"x1241",85714,127.5367,37.5993,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,0,0
"x1242",85711,127.5371,37.5989,"3",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0
"x1243",85715,127.536,37.6001,"2",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0
"x1244",85716,127.5351,37.6014,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,0,0,0
"x1245",85717,127.5352,37.6014,"3",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,2,0,0,0
"x1246",85718,127.5358,37.6004,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,5,1,0,0,0
"x1247",87174,127.488,37.936,"3",9.6,9.6,0,0,0,0,0,1,0,0,0,1,0,0,6,9,3,0,0,0
"x1248",87175,127.4877,37.936,"4",9.6,9.6,0,0,0,0,0,1,0,0,0,1,0,0,6,9,3,0,0,0
"x1249",87180,127.487,37.9359,"3",8.75,8.75,0,0,0,0,0,1,0,0,0,1,0,0,6,9,3,0,0,0
"x1250",87176,127.4879,37.9358,"1",7.8,7.8,0,0,0,0,0,1,0,0,0,1,0,0,7,9,3,0,0,0
"x1251",87181,127.4884,37.9357,"2",8.65,8.65,0,0,0,0,0,1,0,0,0,1,0,0,8,9,3,0,0,0
"x1252",84001,127.515,37.8123,"1",5.35,5.35,1,3,6,1,0,2,1,1,1,0,12,0,1,20,41,7,0,0
"x1253",84002,127.5168,37.8106,"1",1.71,1.71,1,5,4,1,0,6,0,1,1,0,9,0,1,27,56,7,0,0
"x1254",84004,127.5168,37.8107,"1",4.4,4.4,1,5,4,1,0,6,0,1,1,0,10,0,1,26,54,7,0,0
"x1255",84008,127.5169,37.8093,"1",0.227,0.227,1,5,4,0,0,7,0,1,2,0,6,0,1,30,57,7,0,0
"x1256",144161,127.4407,37.8111,"2",6.55,6.55,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,0,0,0
"x1257",154302,127.4431,37.8124,"1",8.32,8.32,0,0,0,0,0,0,0,0,0,0,0,0,4,12,1,0,0,0
"x1258",118949,127.5478,37.8822,"1",1.98,1.98,1,2,2,2,0,2,1,0,1,1,4,4,4,19,28,0,0,1
"x1259",118950,127.5478,37.8824,"1",9.65,9.65,1,2,2,2,0,2,1,0,1,1,4,4,4,19,28,0,0,1
"x1260",83446,127.4764,37.9902,"3",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1261",83447,127.4767,37.9896,"4",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1262",83524,127.4319,37.9911,"4",0.0929,0.0874,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,1,0,0
"x1263",83448,127.4729,37.9869,"2",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1264",83449,127.4726,37.9869,"3",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1265",83450,127.4726,37.9868,"3",0.208,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1266",83451,127.4719,37.986,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1267",83452,127.4626,37.9887,"4",1.06,1.17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1268",83526,127.4626,37.9887,"4",0.0855,0.0805,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1269",83779,127.4647,37.7747,"3",3.06930294906166,3.06930294906166,0,1,3,1,3,0,3,0,0,0,5,0,11,14,20,4,1,1
"x1270",83780,127.4635,37.7743,"2",1.99227528089888,1.99227528089888,0,1,3,1,3,0,3,1,0,0,5,0,10,14,20,4,1,1
"x1271",83781,127.4631,37.7743,"1",4.35,4.35,0,1,3,1,3,0,3,1,0,0,5,0,11,14,20,4,1,1
"x1272",83782,127.4625,37.7743,"3",1.587,1.587,0,1,3,1,3,0,3,1,0,0,5,0,10,14,20,4,1,1
"x1273",83783,127.4643,37.7742,"4",0.375003003003003,0.375003003003003,0,1,3,1,3,0,3,1,0,0,5,0,11,15,20,4,1,1
"x1274",83545,127.4541,37.9771,"4",0.08,0.16,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x1275",154303,127.4423,37.8121,"1",10.35,10.35,0,0,0,0,0,0,0,0,0,0,0,0,4,9,1,0,0,0
"x1276",154304,127.4423,37.8122,"3",10.35,10.35,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,0
"x1277",154365,127.4411,37.8121,"1",8.605,8.605,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,0,0,0
"x1278",154364,127.4414,37.812,"2",8.605,8.605,0,0,0,0,0,0,0,0,0,0,0,0,5,14,1,0,0,0
"x1279",154363,127.441,37.812,"1",8.605,8.605,0,0,0,0,0,0,0,0,0,0,0,0,5,15,1,0,0,0
"x1280",83297,127.4246,37.8133,"4",0.417,0.53,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0
"x1281",174084,127.5027,37.8387,"1",2.95,2.95,0,6,5,1,1,6,1,0,0,0,7,1,3,8,81,1,3,3
"x1282",177719,127.5026,37.8382,"1",1.2,1.2,0,7,5,1,1,7,1,0,1,0,8,3,4,7,81,1,3,3
"x1283",174083,127.5016,37.8387,"2",1.65,1.65,0,3,4,0,1,6,1,0,0,0,7,1,3,7,77,1,1,2
"x1284",174082,127.4992,37.8379,"1",22.4533333333333,22.4533333333333,0,3,3,0,0,5,1,0,0,0,3,0,3,7,46,0,1,2
"x1285",119401,127.3555,37.8278,"1",0.495,0.495,0,1,8,1,5,3,0,0,0,0,2,0,2,11,34,3,0,1
"x1286",83832,127.3549,37.8264,"4",0.50916136631331,0.50916136631331,0,3,9,1,7,4,1,0,0,0,5,1,1,19,105,9,2,1
"x1287",83346,127.4624,37.8752,"4",0.0927,0.0917,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0
"x1288",83347,127.4565,37.8782,"4",0.0937,0.0927,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
"x1289",83348,127.4538,37.8769,"4",0.0918,0.0908,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0
"x1290",83349,127.4523,37.8814,"4",0.0927,0.0917,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1291",83350,127.4513,37.8807,"4",0.0937,0.0927,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1292",83325,127.4992,37.8461,"4",0.0937,0.0927,0,0,0,0,0,2,1,0,0,0,0,0,5,13,15,0,0,1
"x1293",83326,127.4465,37.8849,"4",0.0937,0.0927,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1294",83318,127.4989,37.845,"4",2.69,2.53,0,1,0,0,0,2,1,0,0,0,0,0,5,13,13,0,0,1
"x1295",83327,127.4391,37.8679,"4",0.0899,0.0891,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"x1296",83328,127.4782,37.8552,"4",0.0918,0.089,0,0,0,0,0,3,0,0,0,0,0,0,6,30,6,0,0,0
"x1297",83329,127.4806,37.8536,"4",0.117,0.136,0,0,0,0,0,3,0,0,0,0,0,0,8,18,6,0,0,0
"x1298",83330,127.4792,37.8523,"4",0.0918,0.0917,0,0,0,0,0,3,0,0,0,0,0,0,8,20,6,0,0,0
"x1299",83319,127.4943,37.8419,"2",5.57,5.81,0,1,0,0,0,2,0,0,0,0,1,0,3,16,10,0,0,0
"x1300",83895,127.5258,37.8755,"1",0.3316,0.3316,0,0,0,0,0,0,1,0,0,0,0,0,1,15,6,0,0,0
"x1301",95858,127.5253,37.8751,"2",3.47,3.47,0,0,0,0,0,0,1,0,0,0,0,0,1,15,6,0,0,0
"x1302",83897,127.5254,37.8748,"4",0.82,0.82,0,0,0,0,0,0,1,0,0,0,0,0,1,14,6,0,0,0
"x1303",83898,127.5263,37.8754,"4",0.82,0.82,0,0,0,0,0,0,1,0,0,0,0,0,1,15,5,0,0,0
"x1304",87166,127.4136,37.7348,"1",36.2,36.2,1,11,10,2,16,4,1,0,1,0,29,1,6,47,190,23,12,5
"x1305",176311,127.5258,37.9672,"1",3.68,3.68,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0
"x1306",85450,127.5249,37.9678,"1",4.45,4.45,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1307",180328,127.4914,37.8417,"1",5.675,5.675,0,1,0,0,0,2,0,0,0,0,1,0,3,17,9,0,0,0
"x1308",180329,127.4913,37.8417,"1",9.1,9.1,0,1,0,0,0,2,0,0,0,0,1,0,3,17,9,0,0,0
"x1309",83709,127.4462,37.7942,"4",0.126,0.113,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
"x1310",160958,127.4649,37.7781,"3",3.7414551607445,3.7414551607445,0,1,2,0,3,0,3,0,0,0,5,0,8,8,16,2,1,1
"x1311",83775,127.4643,37.7767,"1",0.87,0.87,0,1,2,0,3,0,3,0,0,0,5,0,10,12,17,4,1,1
"x1312",83776,127.4649,37.7761,"3",4.35,4.35,0,1,2,0,3,0,3,0,0,0,5,0,9,14,17,4,1,1
"x1313",83777,127.465,37.7749,"1",4.35,4.35,0,1,3,1,3,0,3,0,0,0,5,0,11,15,18,4,1,1
"x1314",83778,127.4652,37.7752,"4",4.05,4.05,0,1,3,1,3,0,3,0,0,0,5,0,11,14,17,4,1,1
"x1315",83476,127.448,37.9743,"4",0.075,0.07,0,0,0,1,0,0,0,0,0,0,0,0,2,18,0,0,0,0
"x1316",83477,127.4486,37.9741,"4",0.0892,0.0784,0,0,0,1,0,0,0,0,0,0,0,0,2,18,1,0,0,0
"x1317",83478,127.4486,37.9744,"4",0.0874,0.0767,0,0,0,1,0,0,0,0,0,0,0,0,1,18,1,0,0,0
"x1318",85363,127.4427,38.0269,"2",0.0570879120879121,0.0570879120879121,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x1319",85365,127.4433,38.0243,"4",0.0570987881013588,0.0570987881013588,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x1320",83443,127.4759,37.99,"4",0.2,1.12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1321",83523,127.4759,37.99,"4",0.0889,0.0839,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1322",83445,127.4731,37.9877,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1323",83828,127.3562,37.8297,"2",2.19448863636364,2.19448863636364,0,0,4,0,0,2,0,0,0,0,2,0,3,10,13,2,0,1
"x1324",119398,127.3561,37.8297,"1",0.462,0.462,0,1,4,0,1,2,0,0,0,0,2,0,3,10,13,2,0,1
"x1325",119399,127.356,37.8292,"3",1.65555555555556,1.65555555555556,0,1,6,0,1,3,0,0,0,0,2,0,2,9,14,2,0,1
"x1326",83829,127.3556,37.8282,"1",2.09770491803279,2.09770491803279,0,1,7,1,4,3,0,0,0,0,2,0,2,11,21,2,0,1
"x1327",83830,127.3554,37.8279,"1",1.11986046511628,1.11986046511628,0,2,8,1,5,3,0,0,0,0,2,0,2,11,30,3,0,1
"x1328",83831,127.3547,37.826,"3",1.01764705882353,1.01764705882353,0,4,9,1,7,4,1,0,0,0,7,1,1,18,121,13,3,2
"x1329",83708,127.4837,37.7833,"4",0.114,0.093,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0
"x1330",83827,127.3562,37.8298,"1",2.485,2.485,0,1,3,0,0,2,0,0,0,0,2,0,3,10,13,2,0,1
"x1331",83826,127.3564,37.8303,"1",2.485,2.485,0,0,2,0,0,2,0,0,0,0,2,0,3,10,9,1,0,1
"x1332",123755,127.461,37.9024,"4",1.885,1.885,0,0,0,0,0,1,0,0,0,0,0,0,0,37,2,1,0,0
"x1333",150573,127.4482,37.8964,"1",8.9,8.9,0,0,0,0,0,1,0,0,0,0,0,0,0,18,2,0,0,0
"x1334",150574,127.4482,37.8963,"1",1.16666666666667,1.16666666666667,0,0,0,0,0,1,0,0,0,0,0,0,0,17,2,0,0,0
"x1335",161261,127.4151,37.9679,"4",1.39505847953216,1.39505847953216,0,0,0,0,0,3,0,0,0,0,0,0,5,20,5,0,0,0
"x1336",83615,127.5249,37.9441,"4",0.0671,0.0689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x1337",83616,127.5722,37.9402,"4",0.0671,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x1338",83617,127.5721,37.941,"4",0.0658,0.0592,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x1339",83819,127.3573,37.8325,"3",0.301174438687392,0.301174438687392,0,0,0,0,0,2,0,0,0,0,1,0,4,13,5,1,0,1
"x1340",83820,127.3573,37.8324,"2",0.22,0.22,0,0,0,0,0,2,0,0,0,0,1,0,4,13,5,1,0,1
"x1341",119393,127.3584,37.8331,"4",1.42,1.42,0,0,0,0,0,2,0,0,0,0,0,0,5,13,4,1,0,1
"x1342",119392,127.3577,37.8326,"1",1.42,1.42,0,0,0,0,0,2,0,0,0,0,1,0,4,13,5,1,0,1
"x1343",83822,127.3565,37.8311,"4",0.314894705532421,0.314894705532421,0,0,0,0,0,2,0,0,0,0,2,0,2,12,7,1,0,1
"x1344",119395,127.3565,37.8309,"1",1.42,1.42,0,0,0,0,0,2,0,0,0,0,2,0,2,12,7,1,0,1
"x1345",119396,127.3564,37.8306,"1",1.42,1.42,0,0,1,0,0,2,0,0,0,0,2,0,3,12,8,1,0,1
"x1346",83824,127.3563,37.8304,"2",1.64394206549118,1.64394206549118,0,1,2,0,0,2,0,0,0,0,2,0,3,10,9,1,0,1
"x1347",83825,127.3562,37.8299,"1",2.485,2.485,0,1,3,0,0,2,0,0,0,0,2,0,3,10,11,2,0,1
"x1348",174222,127.4984,37.8378,"1",4.97122168585221,4.97122168585221,0,2,3,0,0,5,1,0,0,0,3,0,3,7,37,0,0,1
"x1349",183357,127.4916,37.8415,"1",3.59,3.59,0,1,0,0,0,2,0,0,0,0,1,0,3,15,10,0,0,0
"x1350",180355,127.4916,37.8415,"3",3.82900107411386,3.82900107411386,0,1,0,0,0,2,0,0,0,0,1,0,3,15,10,0,0,0
"x1351",183358,127.4916,37.8415,"2",2.75,2.75,0,1,0,0,0,2,0,0,0,0,1,0,3,15,10,0,0,0
"x1352",83850,127.4616,37.7737,"1",3.43333333333333,3.43333333333333,0,1,3,1,3,0,3,1,0,0,4,0,9,12,21,4,1,1
"x1353",83851,127.4629,37.774,"1",2.1,2.1,0,1,3,1,3,0,3,1,0,0,5,0,11,14,20,4,1,1
"x1354",83852,127.4632,37.774,"2",1.06,1.06,0,1,3,1,3,0,3,1,0,0,5,0,10,14,20,4,1,1
"x1355",83853,127.4603,37.7733,"4",0.638186806009144,0.638186806009144,0,1,3,1,3,0,2,1,0,0,4,0,10,9,21,4,1,1
"x1356",83854,127.4605,37.7731,"1",3.3,3.3,0,1,3,1,3,0,2,1,0,0,4,0,9,10,21,4,1,1
"x1357",83710,127.4568,37.7846,"4",0.097,0.095,0,1,0,0,0,0,2,0,0,0,2,0,7,2,9,3,1,0
"x1358",145334,127.4483,37.7667,"4",2.76739439702342,2.76739439702342,0,1,1,1,0,0,3,1,0,0,2,0,5,3,8,1,0,0
"x1359",83931,127.4468,37.7645,"4",5.72023039215686,5.72023039215686,0,1,0,0,0,0,3,1,0,0,1,0,7,3,6,1,0,0
"x1360",83929,127.4462,37.7638,"1",5.25,5.25,0,1,0,0,0,0,3,0,0,0,1,0,8,3,6,1,0,0
"x1361",87108,127.4658,37.7804,"1",4.63,4.63,0,1,2,0,3,0,2,0,0,0,2,0,7,8,14,2,1,1
"x1362",118952,127.5477,37.8823,"1",9.65,9.65,1,2,2,2,0,2,1,0,1,1,4,4,4,19,28,0,0,1
"x1363",119352,127.3513,37.837,"1",2.55,2.55,0,2,0,0,0,2,0,0,0,1,0,0,5,15,7,1,0,0
"x1364",119355,127.3509,37.8367,"1",1.56,1.56,0,2,0,0,0,2,0,0,0,1,1,0,5,15,8,1,0,0
"x1365",119353,127.35,37.8363,"1",1.62,1.62,0,2,0,0,0,2,0,0,0,1,1,0,3,11,5,1,0,0
"x1366",119354,127.3497,37.8362,"1",1.62,1.62,0,2,0,0,0,2,0,0,0,1,1,0,3,10,5,1,0,0
"x1367",119356,127.3507,37.8364,"1",2.44,2.44,0,2,0,0,0,2,0,0,0,1,1,0,3,14,5,1,0,0
"x1368",174188,127.4983,37.8378,"1",42.5,42.5,0,2,3,0,0,5,1,0,0,0,3,0,3,7,34,0,0,1
"x1369",118946,127.5334,37.876,"1",1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
"x1370",118948,127.5322,37.8761,"3",2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0
"x1371",83869,127.5324,37.8761,"1",3.44,3.44,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0
"x1372",118947,127.5322,37.8762,"1",2.13,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0
"x1373",119358,127.3504,37.8362,"1",2.55,2.55,0,2,0,0,0,2,0,0,0,1,1,0,3,13,5,1,0,0
"x1374",119359,127.3487,37.8358,"1",2.55,2.55,0,2,0,0,0,2,0,0,0,1,1,0,2,9,5,1,0,0
"x1375",83548,127.409,37.9703,"1",0.225,0.209,0,0,0,0,0,2,0,0,0,0,0,0,4,8,4,0,0,0
"x1376",92999,127.4451,37.9774,"1",0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
"x1377",83724,127.406,37.8264,"4",0.131,0.075,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1378",83723,127.4143,37.8205,"4",0.0955,0.0792,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"x1379",158498,127.3929,37.8141,"3",15.65,15.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x1380",158499,127.393,37.8137,"4",7.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1381",158500,127.393,37.8135,"1",7.7,7.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1382",145048,127.3913,37.8137,"3",5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1383",145013,127.3912,37.8135,"1",5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1384",144969,127.3899,37.8129,"4",7.1,14.2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1385",144968,127.3895,37.8124,"1",6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1386",151762,127.3895,37.8125,"3",6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1387",144966,127.3893,37.8122,"1",6.95,6.95,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1388",144967,127.389,37.8121,"4",6.94881344759394,13.9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1389",83380,127.4824,37.9573,"4",0.0679,0.171,0,0,0,0,0,0,0,0,0,0,0,0,2,23,2,0,0,0
"x1390",119086,127.5227,37.6108,"1",0.812,0.812,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0
"x1391",119090,127.5434,37.5973,"4",0.775,0.775,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1392",119091,127.5431,37.597,"1",0.775,0.775,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1393",83547,127.4052,37.9703,"4",0.189,0.177,0,0,0,0,0,2,0,0,0,0,0,0,3,7,4,0,0,0
"x1394",164543,127.3393,37.834,"4",0.732047000472367,0.732047000472367,0,2,0,0,0,0,0,0,0,1,0,0,4,2,3,0,0,0
"x1395",145125,127.3371,37.8355,"1",792.897333333333,792.897333333333,0,2,0,0,0,0,0,0,0,1,0,0,5,2,2,0,0,0
"x1396",164548,127.3378,37.8351,"1",0.759,0.759,0,2,0,0,0,0,0,0,0,1,0,0,4,2,2,0,0,0
"x1397",119415,127.3399,37.9171,"4",0.121,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x1398",143137,127.3386,37.9188,"4",0.655,0.655,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1399",143138,127.34,37.9134,"1",0.92,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x1400",119412,127.3423,37.9092,"4",0.124,0.124,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"x1401",85451,127.5247,37.9681,"2",1.25,1.25,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1402",83835,127.3544,37.8232,"3",1.10940203562341,1.10940203562341,1,5,10,1,7,2,2,0,0,0,14,3,1,16,136,13,5,4
"x1403",83836,127.3546,37.8225,"1",1.16,1.16,1,6,10,1,7,2,2,0,0,0,15,3,1,16,135,13,5,4
"x1404",83837,127.3546,37.8223,"1",1.66,1.66,1,6,10,1,7,2,2,0,0,0,15,3,1,16,137,13,5,4
"x1405",86814,127.4491,37.7132,"1",2.4,2.4,0,1,0,0,0,1,0,0,0,1,1,0,3,19,15,6,0,0
"x1406",86815,127.4485,37.7134,"1",2.4,2.4,0,1,0,0,0,1,0,0,0,1,1,0,3,19,15,5,0,0
"x1407",190221,127.4498,37.7127,"1",15.65,312.775,0,1,0,0,0,1,0,0,0,1,1,0,3,19,16,6,0,0
"x1408",83546,127.4025,37.9714,"4",0.192,0.181,0,0,0,0,0,2,0,0,0,0,0,0,3,6,4,0,0,0
"x1409",118945,127.5331,37.876,"2",1.85,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0
"x1410",118944,127.5342,37.8759,"3",1.76,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0
"x1411",190110,127.4451,37.965,"2",16.35,26.7906180257511,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x1412",85240,127.4444,37.9652,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x1413",85241,127.4434,37.9647,"1",1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
"x1414",85242,127.4434,37.9646,"1",0.315,0.315,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
"x1415",85243,127.4429,37.9647,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0
"x1416",85244,127.4438,37.9648,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0
"x1417",118993,127.5727,37.9417,"3",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1418",118994,127.5725,37.9415,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1419",118995,127.5729,37.9419,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1420",83619,127.5731,37.9413,"4",0.0704,0.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1421",118996,127.5736,37.9426,"3",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1422",118997,127.573,37.9421,"2",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1423",118998,127.5719,37.9414,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x1424",118999,127.5714,37.9408,"4",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x1425",83620,127.57,37.9377,"4",0.08,0.0719,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x1426",83621,127.525,37.9377,"4",0.08,0.0719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x1427",119000,127.5702,37.937,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1428",119001,127.5702,37.9367,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1429",119002,127.5704,37.9374,"1",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x1430",118969,127.5249,37.9678,"4",1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1431",86950,127.5245,37.968,"1",1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1432",143136,127.5268,37.9739,"3",1.73,1.73,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0
"x1433",85239,127.4453,37.9651,"1",0.925,0.925,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0
"x1434",85238,127.4455,37.9652,"1",2.25,2.25,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,0,0
"x1435",119402,127.3552,37.8271,"2",0.577350993377483,0.577350993377483,0,1,8,1,7,4,0,0,0,0,2,0,2,14,73,6,0,1
"x1436",119404,127.3546,37.8255,"4",1.81071428571429,1.81071428571429,0,4,9,1,7,3,1,0,0,0,9,2,1,18,128,13,5,4
"x1437",119407,127.3546,37.8248,"1",1.9,1.9,1,4,10,1,7,3,2,0,0,0,13,2,1,15,133,13,5,4
"x1438",83834,127.3543,37.8239,"3",0.591191222570533,0.591191222570533,1,5,10,1,7,2,2,0,0,0,14,3,1,17,136,13,5,4
"x1439",118990,127.5716,37.9406,"4",0.379,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1440",118991,127.5723,37.9413,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x1441",83618,127.5724,37.9413,"4",0.0685,0.0633,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
"x1442",118992,127.5724,37.9414,"1",0.297,0.297,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
"x1443",85235,127.4464,37.9652,"1",0.925,0.925,0,0,0,1,0,0,0,0,0,0,0,0,6,11,0,0,0,0
"x1444",85236,127.4462,37.9653,"2",1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,11,0,0,0,0
