"집계년도","asset_ID","재산구분명","재산종류명","행정재산구분명","산구분명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
2015,42389,"토지","일반재산","미등록","일반","전","전",1,86,3784000,3784000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","1999-03-03","매입","전","2007-07-18","[토지분류코드:][관리대장코드:1639773]","경기도 안성시 금광면 금광리 536 - 60",127.3164,36.9976,"1",4.4,4.4,6,54,61,15,83,81,24,0,22,9,90,20,39,39,1049,86,85,33
2015,42104,"토지","행정재산","공공용재산","일반","전","전",1,381,14859000,14859000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2003-12-18","매입","도로","2007-07-18","[토지분류코드:][관리대장코드:1639488]","경기도 안성시 보개면 가율리 434 - 5",127.2975,37.0612,"2",3.9,3.9,1,5,13,6,2,10,10,0,1,3,11,5,33,18,99,5,0,2
2015,38139,"토지","행정재산","공공용재산","일반","전","전",1,5495,140122500,140122500,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1999-12-13","매입","도로","2007-07-18","[토지분류코드:GA201][관리대장코드:1635523]","경기도 안성시 대덕면 보동리 411 - 12",127.2423,37.0465,"4",2.55,2.55,6,66,58,20,94,53,37,0,23,3,72,14,26,33,785,68,54,23
2015,108483,"토지","행정재산","공공용재산","일반","하천","하천",1,395,3839520,3839520,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2003-04-16","매입","","2008-01-17","","경기도 안성시 삼죽면 마전리 65 - 11",127.3439,37.0326,"2",0.972030379746835,0.972030379746835,1,14,20,4,4,21,9,0,6,8,16,7,39,14,176,10,3,2
2015,93374,"토지","행정재산","공공용재산","산","임야","임야",1,301,7464800,7464800,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1999-11-02","매입","도로","2007-08-23","[토지분류코드:GA205][관리대장코드:1635486]","경기도 안성시 대덕면 모산리 88 - 5",127.238,37.0262,"2",2.48,2.48,10,107,78,21,112,97,49,0,40,5,124,26,23,47,1366,118,91,38
2015,190529,"용익물권","행정재산","공용재산","일반","미등록","미등록",1,84.99,1.5e+08,1.5e+08,"경기도 재난안전본부 소방행정과","경기도 안성소방서 소방행정과","","2015-03-27","매입","안성소방서 관사","2015-06-15","","경기도 안성시 신소현동  175",127.2564,37.0171,"1",176.491351923756,176.491351923756,7,108,88,22,111,98,52,0,39,4,129,27,25,45,1426,116,88,38
2015,162664,"토지","행정재산","공공용재산","일반","답","답",1,403,73346000,73346000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2011-06-14","매입","도로: 토지  일죽면 송천리 426-4 번지  답  403zm","2011-06-21","","경기도 안성시 일죽면 송천리 426 - 4",127.4694,37.086,"2",18.2,18.2,3,15,10,8,11,17,16,0,8,5,37,5,56,30,278,15,9,6
2015,164317,"토지","행정재산","공공용재산","일반","답","답",1,273,5924100,5924100,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2008-02-04","누락재산등록","도로","2011-07-15","","경기도 안성시 현수동  57 - 7",127.2791,37.0023,"1",2.17,2.17,9,97,97,22,110,99,47,0,39,9,127,31,35,46,1419,114,89,39
2015,41099,"토지","행정재산","공공용재산","일반","답","답",1,237,2488500,2488500,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1995-04-20","매입","도로","2007-07-18","[토지분류코드:GA202][관리대장코드:1638483]","경기도 안성시 일죽면 능국리 717 - 7",127.4844,37.1138,"1",1.05,1.05,3,13,11,9,9,10,15,0,5,1,25,4,44,14,190,14,7,3
2015,42190,"토지","행정재산","공공용재산","일반","전","전",1,297,13068000,13068000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2005-10-12","매입","도로","2007-07-18","[토지분류코드:][관리대장코드:1639574]","경기도 안성시 금광면 오산리 395 - 1",127.313,36.9782,"1",4.4,4.4,4,22,43,6,18,49,18,0,15,6,69,16,32,24,590,48,28,13
2015,41050,"토지","행정재산","공공용재산","일반","전","전",1,16,117600,117600,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1994-11-24","매입","도로","2007-07-18","[토지분류코드:GA211][관리대장코드:1638434]","경기도 안성시 일죽면 능국리 511 - 6",127.4846,37.1106,"1",0.735,0.735,3,13,11,9,9,10,16,0,5,1,26,4,42,16,199,14,7,3
2015,41751,"토지","행정재산","공공용재산","산","임야","임야",1,96,2784000,2784000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2004-11-23","매입","도로","2009-08-25","[토지분류코드:][관리대장코드:1639135]","경기도 안성시 일죽면 고은리 39 - 7",127.441,37.1351,"1",2.9,2.9,1,3,3,4,4,13,9,0,3,0,8,0,41,15,83,0,0,0
2015,152966,"토지","행정재산","공공용재산","일반","하천","답",1,1841,54293500,54293500,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2009-03-09","매입","","2010-04-02","","경기도 안성시 죽산면 두교리 21 - 4",127.4403,37.0188,"4",2.9491309071157,2.9491309071157,2,29,19,7,11,17,22,0,13,3,27,8,39,36,355,19,9,6
2015,35498,"토지","행정재산","공공용재산","일반","답","답",1,294,4821750,4821750,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2002-12-18","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1632882]","경기도 안성시 공도읍 승두리 670 - 1",127.1621,36.9886,"1",1.64005102040816,1.64005102040816,13,98,201,25,199,48,28,0,38,10,231,17,14,24,1237,143,88,34
2015,38711,"토지","행정재산","공공용재산","일반","답","답",1,169,10613200,10613200,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1999-03-02","매입","도로","2007-07-18","[토지분류코드:GA202][관리대장코드:1636095]","경기도 안성시 미양면 정동리 29",127.2131,36.9743,"1",6.28,6.28,5,59,95,14,48,31,27,0,22,3,69,13,18,16,680,59,25,12
2015,40431,"토지","행정재산","공공용재산","산","임야","임야",1,1304,10888400,10888400,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1992-11-04","매입","도로","2007-07-18","[토지분류코드:GA211][관리대장코드:1637815]","경기도 안성시 양성면 동항리 56 - 31",127.1757,37.063,"4",0.835,0.835,1,18,5,4,3,10,16,0,3,3,32,6,41,25,259,33,3,6
2015,108578,"토지","행정재산","공공용재산","일반","전","전",1,5051,159106500,159106500,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2004-01-02","매입","","2008-01-17","","경기도 안성시 서운면 신흥리 257 - 8",127.2383,36.9298,"4",3.15,3.15,1,17,24,8,8,9,17,0,12,1,20,5,35,9,241,11,8,6
2015,40870,"토지","행정재산","공공용재산","일반","하천","하천",1,33,9602000,9602000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","1983-08-08","매입","도로","2007-07-18","[토지분류코드:GA213][관리대장코드:1638254]","경기도 안성시 인지동  461 - 68",127.266,37.0048,"1",29.0969696969697,29.0969696969697,8,101,94,23,109,96,52,0,37,6,124,30,25,42,1383,109,88,38
2015,185725,"토지","행정재산","공공용재산","일반","답","답",1,1773,208327500,208327500,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2014-04-08","매입","도로: 토지  양성면 동항리 765-12 번지  답  1,773zm","2014-06-12","","경기도 안성시 양성면 동항리 765 - 12",127.1998,37.0522,"4",11.75,11.75,4,24,12,6,3,14,22,0,8,3,29,3,36,28,288,43,4,6
2015,36034,"토지","행정재산","공공용재산","일반","전","전",1,525,6247500,6247500,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","1997-06-19","매입","하천","2007-07-18","[토지분류코드:GA201][관리대장코드:1633418]","경기도 안성시 미양면 후평리 234 - 16",127.2014,36.9835,"3",1.19,1.19,6,69,127,15,63,30,26,0,24,4,88,11,16,16,744,63,29,14
2015,177913,"토지","행정재산","공공용재산","일반","답","답",1,2109,109668000,109668000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2012-11-05","매입","도로(토지: 보개면 남풍리 1181번지 답 2,109㎡)","2012-11-21","","경기도 안성시 보개면 남풍리 1181",127.3069,37.0791,"4",5.2,5.2,1,2,5,4,2,10,2,0,1,1,7,2,28,23,70,3,0,1
2015,108501,"토지","행정재산","공공용재산","산","철도용지","철도용지",1,89,240300,240300,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2003-03-27","매입","","2008-01-17","","경기도 안성시 삼죽면 마전리 28 - 4",127.347,37.0302,"1",0.27,0.27,1,14,20,4,4,20,9,0,6,8,16,4,42,15,175,12,3,1
2015,155616,"토지","행정재산","공공용재산","일반","전","전",1,706,47655000,47655000,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2010-06-10","매입","도로(토지: 보개면 이전리 368-7번지 전 706㎡)","2010-07-08","","경기도 안성시 보개면 이전리 368 - 7",127.2943,37.0579,"3",6.75,6.75,1,6,15,6,4,8,18,0,1,2,14,6,31,18,115,5,0,2
2015,41942,"토지","행정재산","공공용재산","일반","답","답",1,1094,82049990,82049990,"경기도 건설국 도로정책과","","경기도 안성시 안전도시국 건설과","2004-07-01","매입","도로","2007-07-18","[토지분류코드:][관리대장코드:1639326]","경기도 안성시 도기동  261 - 3",127.2677,36.9923,"4",7.49999908592322,7.49999908592322,10,102,95,23,109,94,52,0,40,5,127,31,25,35,1403,112,88,39
2015,36692,"토지","행정재산","공공용재산","일반","답","답",1,89,1780000,1780000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2005-01-06","매입","하천","2007-07-18","[토지분류코드:][관리대장코드:1634076]","경기도 안성시 삼죽면 마전리 206 - 5",127.3373,37.0344,"1",2,2,1,16,20,5,4,20,12,0,7,8,18,7,39,14,190,10,3,2
2015,174028,"토지","행정재산","공공용재산","일반","하천","하천",1,9,225000,225000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2011-03-16","누락재산등록","하천","2012-04-19","","경기도 안성시 일죽면 송천리 284 - 5",127.4737,37.0885,"1",2.5,2.5,2,12,7,8,11,12,15,0,6,4,35,5,49,28,262,14,8,6
2015,142323,"토지","행정재산","공공용재산","일반","목장용지","목장용지",1,234,12567000,12567000,"경기도 건설국 하천과","","경기도 안성시 안전도시국 안전총괄과","2007-12-27","매입","누락재산 일괄등록","2008-11-21","","경기도 안성시 삼죽면 미장리 479 - 2",127.3543,37.0398,"1",5.37051282051282,5.37051282051282,0,16,13,3,7,22,14,0,7,9,23,1,41,16,164,8,4,2
