"data_category","SW8","PNILP","PAREA","JIMOK","SPFC1","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE"
"social",0,-0.220011619385366,0.104244876071609,"8","14","160","2","7","2"
"social",2,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.473954344706233,-0.105985608091023,"8","16","160","2","7","2"
"social",6,0.373703635065936,-0.173850281140711,"8","14","220","2","4","5"
"social",0,-0.5172239152218,-0.117446822131086,"8","13","220","2","7","6"
"social",1,0.800015305227503,-0.207867034539505,"8","14","220","2","2","5"
"social",0,-0.490269100802267,-0.060725176442728,"8","14","160","2","4","2"
"social",0,-0.508002531341433,-0.109849303475633,"8","14","160","2","7","5"
"social",0,2.84716252666891,0.655616935075441,"8","22","220","2","1","2"
"social",0,-0.61617645763035,-0.119044249130437,"8","14","160","2","2","5"
"social",0,0.409170496144269,-0.150466807056707,"8","13","240","2","4","5"
"social",2,1.89097595199704,-0.118592943535092,"8","16","240","2","3","3"
"social",2,3.41392296670068,-0.129239210061259,"8","21","240","2","4","5"
"social",0,0.0651419436844347,-0.0474392592042185,"8","14","160","3","4","5"
"social",1,-0.254059806020566,-0.0529003815881806,"8","43","160","2","4","1"
"social",0,-0.263990527122499,0.491390400412428,"8","14","330","2","4","2"
"social",1,0.283617807926969,1.48128214516102,"8","22","240","2","7","1"
"social",0,-1.01390183776278,0.0684975767568511,"8","43","160","3","7","8"
"social",0,0.87520505071357,2.41663084892972,"8","21","220","3","7","5"
"social",0,-0.5172239152218,-0.117446822131086,"8","13","220","2","7","6"
"social",0,-0.490269100802267,-0.060725176442728,"8","14","160","2","4","2"
