"category","longitude","latitude","SW8","PNU","PNILP","PAREA","JIMOK","SPFC1","SPFC2","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE","MT1","CS2","PS3","SC4","AC5","PK6","OL7","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"public",127.2460909,37.4197148,0,4161010500107169792,997900,643,28,43,0,410,2,7,7,0,14,33,3,44,3,4,6,0,50,2,3,3,259,28,10,7
"public",127.0948472,37.0444271,0,4122010700100199936,563600,1640,1,43,0,220,2,7,4,0,3,4,1,8,3,9,0,0,7,2,0,1,37,3,0,0
"public",126.7354521,37.6714242,0,4128710400107670016,2910000,1558,8,13,0,240,2,7,5,0,12,20,5,27,20,1,8,20,30,4,0,1,115,18,8,3
"public",127.1180642,37.3754628,1,4113510200100299776,2211000,1706.3,8,13,0,160,2,2,4,0,41,35,11,366,27,1,52,2,133,5,4,2,789,165,99,24
"public",127.1208549,37.3724614,1,4113510200100590080,3223000,750,8,16,0,330,2,3,4,0,38,55,12,411,20,1,44,2,152,10,2,1,801,141,96,25
"public",127.1261381,37.3668623,0,4113510200100800000,3772000,745,8,23,0,240,2,1,5,0,12,51,11,248,10,1,19,1,95,10,4,0,199,43,50,18
"public",126.9210383,37.3560656,1,4141010400111510016,2005000,496.1,8,14,0,160,2,4,4,2,13,65,16,118,10,1,18,4,60,7,6,2,363,56,62,18
"public",127.1390271,37.4385727,3,4113110300119669760,3528000,512.4,8,15,0,330,3,7,5,1,113,99,17,233,88,4,41,3,371,22,2,232,2180,155,207,85
"public",127.1287467,37.4373157,3,4113110300139879936,4505000,286.9,8,22,0,240,3,2,3,0,86,57,8,167,69,4,40,3,292,12,3,116,1685,121,147,46
"public",127.1491626,37.5964376,1,4131010500104949760,1534000,1229.4,8,13,0,160,2,2,9,1,51,56,11,148,27,2,22,3,190,5,2,44,1502,104,135,49
"public",127.1400932,37.5931907,0,4131010500104450048,1552000,661.2,8,13,0,160,2,3,6,1,70,83,13,253,37,6,31,7,262,9,3,80,1948,150,168,57
"public",127.1386679,37.5915202,0,4131010500108480000,3876000,4815.6,8,16,0,240,2,3,5,1,63,77,12,211,28,5,23,5,226,14,4,76,1704,127,119,46
"public",127.1081641,37.4220695,0,4113111500100170240,1960000,1448,8,43,0,160,2,4,8,1,4,3,0,1,1,5,1,0,17,3,6,0,59,3,0,0
"public",126.812906,37.677241,0,4128510100315360256,841300,1400,27,14,0,530,3,1,6,3,19,22,6,30,6,5,10,0,37,1,0,0,211,49,18,10
"public",127.1067683,37.2726044,2,4146310100100599808,4620000,3802.5,8,22,0,220,2,7,5,2,27,37,8,91,37,11,20,6,101,6,2,25,572,58,55,21
"public",127.0567884,37.7315392,1,4115010400107160064,2986000,863.8,8,14,0,210,2,1,5,3,42,116,8,126,19,7,16,1,119,6,2,41,842,52,75,27
"public",127.0579232,37.7436621,3,4115010400106720256,1800000,1300.3,8,14,0,330,2,3,5,2,56,106,7,118,31,3,31,3,132,8,4,77,1428,136,111,44
"public",126.893649,37.652544,1,4128111100101429760,1786000,1954,8,13,0,160,2,7,9,3,13,21,3,17,3,3,5,0,66,5,0,1,152,24,18,6
"public",127.0836404,37.3206663,2,4146510500108980224,2970000,2028.6,8,15,0,240,2,4,5,1,25,68,12,202,16,2,21,1,113,3,0,0,383,64,72,27
"public",127.0523878,37.0839637,1,4122011200103379968,337500,1653,28,43,0,160,2,4,6,2,34,15,1,16,33,5,17,0,83,5,2,55,464,38,38,25
"public",127.2095729,37.5387867,0,4145010600104459776,2461000,472,8,14,0,160,2,8,7,3,33,57,11,119,22,5,22,9,222,8,1,23,901,63,109,40
"public",127.0524366,37.0764523,1,4122011200102799872,1008000,676,8,13,0,160,2,4,7,1,56,34,5,34,39,5,20,0,152,7,3,59,569,53,43,29
"public",127.2139034,37.5416909,0,4145010600105209856,4623000,617.2,8,22,0,220,2,4,4,5,31,64,12,105,22,5,21,9,187,9,1,20,814,77,82,29
"public",127.0639326,37.1600799,0,4137010400105849856,1077000,807.1,8,14,0,220,2,1,5,2,59,37,7,48,40,3,10,1,94,5,13,10,752,38,21,13
"public",126.7817845,37.4354796,0,4139010200102649856,875200,2212,8,44,0,160,2,7,6,4,33,31,6,58,16,3,9,1,106,2,2,25,722,39,52,22
"public",127.1044,37.4546644,0,4113111000102569984,1989000,822,8,13,0,160,2,2,6,1,4,5,1,7,0,1,2,0,8,1,0,0,45,3,4,1
"public",126.9563166,37.3818028,0,4117310400110560256,3283000,1193.5,8,14,0,150,2,1,2,2,36,76,16,463,40,4,21,6,165,7,4,2,767,149,88,27
"public",127.0926499,36.9900397,1,4122011700108319744,781800,1051.7,8,14,0,160,2,7,4,2,57,35,10,133,31,1,35,4,100,3,0,50,1148,134,124,50
"public",126.7846119,37.4061802,0,4139010400100199936,818400,3504,8,44,0,160,2,7,6,0,2,9,0,6,3,3,0,0,11,1,1,0,36,1,3,2
"public",127.1411824,37.4430499,2,4113110100154809856,4368000,674.4,8,22,0,240,2,3,7,1,96,118,14,242,91,2,43,2,340,23,1,201,1921,140,210,94
"public",127.1458626,37.4486414,2,4113110100117409792,4060000,361,8,16,0,240,2,2,1,1,61,96,7,156,67,2,32,3,203,18,1,134,1249,108,130,63
"public",127.1488541,37.4435307,2,4113110100128189952,2809000,1759.4,8,15,0,160,3,4,7,1,72,93,12,177,82,3,39,4,261,21,0,172,1541,143,187,89
"public",126.7789933,37.4824423,1,4119011100106650112,2610000,1053.8,8,14,0,240,2,7,6,5,99,59,6,112,44,2,37,13,308,13,3,137,1767,199,117,47
"public",126.7800611,37.4807216,1,4119011100106849792,1526000,958,8,14,0,160,2,4,9,5,90,52,7,89,38,2,31,12,275,9,4,130,1631,185,110,41
"public",126.8733509,37.3618773,0,4127111300105059840,916300,1423.1,8,14,0,160,2,4,5,0,8,10,4,8,1,3,3,0,28,2,0,2,106,4,5,3
"public",127.2742672,37.0056721,0,4155010300104099840,1148000,2163,8,22,0,220,2,2,4,2,30,20,8,62,63,2,16,2,48,12,1,28,656,60,78,29
"public",127.2698586,37.0006289,0,4155012400100669952,648000,2421,8,43,0,220,2,4,7,2,24,11,2,25,46,6,15,0,39,5,0,28,557,51,74,28
"public",127.2577398,37.0142333,0,4155012500105339904,1440000,695,8,14,0,210,2,2,4,3,33,27,5,42,20,7,9,0,33,4,1,0,279,22,8,6
"public",126.9258992,37.3991017,1,4117110100113829888,3760000,1034.5,8,15,0,240,2,4,4,4,63,69,7,170,51,4,46,5,198,12,2,87,1382,193,162,60
"public",126.9178334,37.4050864,1,4117110100108420096,2620000,2114.9,8,14,0,330,2,2,7,1,55,63,7,146,44,4,34,2,165,10,2,45,1343,175,135,47
"public",126.9147441,37.396283,1,4117110100111949824,2444000,765.4,8,14,0,330,2,4,5,2,65,59,14,144,40,3,49,2,190,11,2,71,1435,197,145,55
"public",126.9178744,37.3965447,1,4117110100107110400,2122000,381,8,14,0,330,2,2,7,2,67,69,16,166,42,3,49,3,202,12,2,75,1460,201,150,58
"public",126.9208446,37.3942978,1,4117110100107069952,1945000,1011.2,8,13,0,330,2,7,7,1,61,63,10,140,47,2,44,4,178,13,2,88,1344,188,140,52
"public",126.9305786,37.3900691,1,4117110100104370176,2098000,514,8,22,0,160,2,3,7,2,51,47,5,64,60,2,34,9,148,13,0,90,784,93,58,24
"public",126.935008,37.38966,1,4117110100101940224,1880000,460.1,8,33,0,160,2,3,6,3,47,53,4,78,60,9,26,10,141,12,0,56,707,67,43,13
"public",126.9321332,37.384217,1,4117110100105719808,1920000,661.2,8,13,0,160,2,4,4,0,34,30,5,28,53,6,23,11,99,11,0,51,539,53,20,9
"public",126.9084212,37.3914704,0,4117110100109949952,1837000,905,8,13,0,160,2,4,7,0,11,34,12,27,15,1,8,0,55,3,0,0,176,21,14,8
"public",127.1302351,37.4120495,1,4113510700103629824,8065000,752.1,8,22,0,240,2,2,5,4,46,70,9,196,27,1,36,9,141,12,4,5,946,140,112,47
"public",127.1273751,37.4094253,1,4113510700105079808,2914000,762.9,8,15,0,160,2,1,6,4,41,58,8,203,26,1,37,17,140,7,1,5,914,119,112,47
"public",127.1379411,37.4108334,1,4113510700103070208,3880000,759.6,8,23,0,240,2,3,5,4,32,63,7,121,23,2,26,3,116,6,5,5,722,92,94,38
"public",127.1871418,37.6163566,0,4136010400104659968,967500,1477,8,13,0,160,2,4,6,0,4,2,0,1,0,2,1,0,19,1,0,0,25,0,0,0
"public",127.0440716,37.7733603,1,4163010300101190144,543400,2871,8,13,0,160,2,1,8,1,2,0,0,0,2,3,0,0,6,2,2,0,21,0,0,0
"public",127.0803459,37.7968959,0,4163010700106950144,1682000,2742,8,14,0,220,2,1,2,4,20,58,5,41,4,5,9,2,35,3,3,0,290,31,28,7
"public",127.1609609,37.4549,2,4113110600108700160,4700000,1247.3,8,22,0,240,2,4,2,0,56,94,16,166,92,2,23,4,218,17,5,11,788,69,76,44
"public",127.639708,37.295044,0,4167010100102850048,1210000,2176,8,14,0,220,2,7,4,3,17,17,4,65,59,3,10,2,57,20,3,26,588,53,63,16
"public",127.187231,37.233805,2,4146110200107440128,2883000,3128.2,8,16,0,240,2,4,2,1,28,18,4,68,10,2,8,0,64,4,4,4,297,28,13,9
"public",127.0738103,37.2778448,0,4146311100109740032,3794000,1711.2,8,22,0,210,2,1,5,1,10,56,5,58,4,3,8,0,46,3,9,1,209,40,30,12
"public",127.0805544,37.2663431,1,4111710500109470208,2514000,687.7,8,23,0,240,2,3,4,0,12,56,6,67,3,4,9,0,45,1,1,0,167,24,16,10
"public",127.0563236,37.2469631,1,4111710500109770240,2853000,675.7,8,23,0,240,2,2,6,3,38,97,10,156,20,5,23,1,121,4,3,3,436,60,83,30
"public",126.9295356,37.3510324,2,4141010500108709888,2070000,790.4,8,14,0,160,2,3,2,2,18,77,11,137,19,1,15,5,75,5,8,8,461,77,69,27
"public",126.9715207,37.3536017,0,4143010500108440064,1627000,1781.9,8,13,0,160,2,4,7,1,21,47,6,51,22,7,13,2,75,7,1,1,316,26,36,17
"public",127.64439,37.30972,0,4167012100102539776,505900,2557,8,43,42,220,2,8,5,1,9,13,1,10,4,1,0,3,25,1,29,5,148,16,4,2
"public",126.825558,37.3417704,0,4127310200102799872,461700,3858,8,43,0,160,2,4,5,1,31,64,5,79,17,3,11,0,87,2,1,7,493,13,28,21
"public",126.7585956,37.7253124,1,4148012200113900032,2585000,49557.3,8,22,0,230,2,3,5,0,23,50,5,31,8,0,8,2,36,3,1,0,124,17,22,4
"public",126.7466414,37.7288768,0,4148011700106560000,1328000,1993.5,8,14,0,150,2,4,6,1,26,56,10,53,5,1,10,2,54,3,1,0,220,39,39,6
"public",126.7458456,37.7121171,0,4148011300117590016,3130000,1431.1,8,22,0,210,2,1,2,2,12,36,9,53,13,3,10,0,31,2,1,0,194,43,38,8
"public",127.0778911,37.3905828,0,4113511500109349888,4065000,1885.9,8,16,0,240,2,4,7,1,10,17,5,56,8,1,9,2,61,2,2,0,132,40,24,9
"public",126.7969129,37.3279173,2,4127310800108210176,1400000,660,10,13,0,160,2,3,5,0,44,53,7,42,14,1,35,1,145,7,2,20,698,61,67,37
"public",126.8018317,37.331609,0,4127310800109360128,302700,1650,23,43,0,220,2,3,4,1,46,69,9,49,23,2,25,1,150,10,1,30,784,60,91,45
"public",126.7908684,37.3332877,2,4127310800109910016,436900,3000,8,43,0,160,2,2,4,1,44,50,10,34,11,4,31,1,101,8,2,12,550,60,42,24
"public",126.875808,37.67734,0,4128110300104370176,711200,826,1,44,0,160,2,7,8,0,1,0,0,0,0,1,0,1,0,1,1,1,19,2,0,0
"public",127.0532675,37.2734948,0,4111710200106100224,2479000,2729.9,8,16,0,240,2,4,2,2,36,66,15,105,33,3,14,4,127,18,4,1,706,83,73,33
"public",127.0804949,36.9892772,1,4122011400101720064,833300,1588,8,13,0,160,2,4,6,1,27,24,2,44,25,4,28,4,47,2,0,54,678,95,102,42
"public",126.8568333,37.3337031,0,4127110700107380224,1406000,2391.5,8,14,0,330,2,7,5,0,32,54,10,74,14,7,10,1,92,5,0,4,452,25,23,13
"public",127.2120516,37.252856,2,4146110500104750080,794500,6612,8,43,0,160,2,7,1,0,9,9,2,16,1,8,0,0,25,2,2,2,120,5,3,2
"public",127.1689249,37.452121,1,4113310400121920000,2778000,988.1,8,14,0,330,3,2,7,1,48,82,13,162,71,2,25,4,191,18,3,11,709,68,79,40
"public",127.0476183,37.7464489,6,4115010100102249984,1505000,1269.5,22,14,0,160,2,3,7,3,74,64,12,142,45,5,46,6,180,12,4,95,1907,186,160,53
"public",127.0427861,37.7407818,7,4115010100104330240,2403000,454.2,8,22,14,220,2,4,2,4,111,44,8,145,68,4,64,7,216,16,6,143,2467,226,174,55
"public",127.0489346,37.7327536,7,4115010100103710208,1841000,1383.5,8,15,0,220,2,3,5,2,90,108,5,164,45,5,47,3,176,10,5,103,1918,165,178,53
"public",126.8608393,37.3054479,2,4127110200105780224,1529000,1994,8,14,0,330,2,7,5,1,51,52,5,91,41,2,21,1,192,6,3,25,856,75,87,31
"public",127.1271642,37.3995539,1,4113510600101089792,3269000,749.8,8,23,0,240,2,2,7,1,14,55,12,229,11,1,15,10,90,3,1,1,187,31,32,12
"public",127.1218922,37.3995775,1,4113510600101380096,3053000,750.3,8,23,0,240,2,2,7,1,25,66,15,257,13,2,30,10,141,6,1,0,326,60,74,21
"public",127.1349912,37.6045311,1,4131010300105760256,2038000,661,8,14,0,330,2,3,4,1,54,91,7,191,32,4,31,5,173,7,2,80,1470,147,148,54
"public",126.8661998,37.3103268,1,4127110100107060224,605500,2998.9,8,43,0,160,2,4,5,0,42,41,3,33,40,2,16,2,145,4,3,18,481,41,44,20
"public",126.768521,37.687197,2,4128710100109629952,2928000,1203,8,14,0,240,2,7,6,4,52,125,11,204,27,9,34,3,157,8,0,25,971,99,102,38
"public",126.7772793,37.6846,1,4128710100116789760,2848000,997.5,8,15,0,160,2,4,2,2,44,91,13,105,27,5,24,2,110,9,3,15,717,85,65,28
"public",126.770232,37.676898,1,4.128710100111e+18,3740000,868.4,8,14,0,240,2,3,2,1,42,123,15,323,18,2,27,2,151,12,0,12,706,132,93,35
"public",127.0581599,37.7503111,2,4115010900102850048,1405000,1184,8,14,0,330,2,4,4,0,31,85,7,83,19,4,12,2,82,5,1,26,616,50,32,16
"public",126.6713321,37.6397251,0,4157010400120549888,2278000,2001.6,8,16,0,220,2,4,5,3,25,51,7,106,12,0,12,0,81,3,0,0,495,73,63,10
"public",127.0542663,37.7264084,4,4115010300100199936,2189000,700,8,14,0,240,2,3,5,2,40,129,7,150,22,8,15,0,97,7,1,18,711,50,72,25
"public",126.770714,37.641578,0,4128510400105780224,996000,999,8,64,0,160,2,4,8,0,11,6,3,19,0,11,2,0,23,1,0,0,108,23,1,1
"public",126.778302,37.649838,1,4.128510400109e+18,2125000,750.2,8,16,0,240,2,3,1,2,46,39,10,192,36,1,36,9,126,10,0,8,1064,187,114,32
"public",126.9390419,37.3584406,2,4141010500108499968,1890000,500,8,14,0,160,2,1,6,5,43,86,7,191,70,3,39,5,176,19,4,32,1067,124,142,47
"public",126.779815,37.672418,1,4128510300112119808,3375000,586.6,8,14,0,240,2,1,2,1,28,82,9,87,11,3,9,0,91,6,2,0,580,158,27,10
"public",126.7439849,37.3402596,0,4139013200117850112,1170000,2367.4,8,14,0,150,2,7,5,2,70,53,6,59,31,3,35,1,158,3,0,30,1134,47,67,25
"public",126.7289508,37.3510384,0,4139013200118490112,1235000,1972.6,8,14,0,160,2,7,2,2,33,77,8,94,20,5,17,0,113,4,0,24,693,29,66,28
"public",126.7264484,37.3576102,0,4139013200118660096,1231000,1411.7,8,14,0,160,2,3,1,0,19,88,10,116,10,2,8,0,86,3,0,12,466,19,44,23
"public",126.7322537,37.365502,2,4139013200118779904,997100,2322,8,14,0,160,2,4,8,1,10,41,8,64,4,8,6,1,52,1,1,3,210,14,24,11
"public",126.7460667,37.3494077,1,4139013200121489920,1819000,3093,8,43,0,160,2,4,5,2,68,43,5,44,20,4,30,2,188,3,0,5,934,48,61,22
"public",127.1115403,37.3614492,2,4113510300101470208,2711000,750,8,13,0,330,2,3,5,3,44,56,14,256,18,3,41,10,150,7,5,10,808,171,90,27
"public",127.1152678,37.3660048,2,4113510300101179904,3044000,750.2,8,15,0,160,2,2,2,3,51,61,15,499,20,0,53,10,206,12,5,10,987,208,132,38
"public",127.1195538,37.360789,0,4113510300102009856,3887000,1430.2,8,15,0,160,2,2,2,2,21,50,12,150,11,2,19,9,95,7,6,0,286,71,40,16
"public",126.829602,37.659442,0,4128110100102649856,1298000,1484,8,44,0,160,2,7,6,0,31,38,3,66,13,3,19,2,90,8,1,36,655,58,55,24
"public",126.763279,37.670075,1,4128710200100689920,4560000,719.4,8,22,0,240,2,3,5,5,60,105,12,353,23,0,49,7,215,16,6,6,1115,197,156,51
"public",126.7658371,37.6820335,1,4128710100110689792,2217000,40421.2,8,15,0,140,2,7,2,6,43,123,12,349,17,6,30,3,160,13,0,16,758,91,80,34
"public",127.1139958,37.3310497,1,4146510200110700032,1706000,3099,8,15,0,160,2,7,5,3,33,79,11,198,8,5,22,2,147,4,1,1,531,110,87,29
"public",127.1067309,37.3259098,1,4146510200110030336,316800,59,12,43,0,910,2,7,8,5,39,43,7,194,13,12,33,3,143,11,6,17,1017,180,96,33
"public",127.4418958,37.277872,0,4150010300101870080,1245000,10839.6,8,14,0,220,2,2,5,5,60,18,4,121,56,6,28,6,127,8,8,65,1244,99,107,40
"public",126.780433,37.691769,0,4128510200115729920,2256000,700.9,8,14,0,230,2,4,1,3,32,61,7,79,16,8,12,0,72,6,5,8,578,53,40,11
"public",126.9926915,37.4360881,1,4129010100101069824,2459000,3478,8,43,0,160,3,4,6,1,8,19,8,67,27,2,10,5,37,28,1,4,235,42,33,15
"public",127.0532394,37.9077572,2,4125010300105869824,804300,840,8,22,0,240,2,7,8,1,28,16,8,16,48,3,12,9,76,8,2,34,619,31,39,30
"public",127.1574795,37.4439808,3,4113313200100069888,5054000,370.7,8,22,0,230,2,2,5,0,70,108,12,181,107,5,40,4,291,14,0,100,1560,126,147,69
"public",127.628936,37.298663,0,4167010700101340160,662000,2343.4,8,14,0,240,2,2,7,2,11,12,3,45,35,3,8,1,34,20,4,17,446,38,55,13
"public",127.072989,37.152003,1,4137010100108499968,1754000,4741.3,8,14,0,240,2,2,2,2,50,74,9,108,49,5,23,7,84,17,4,88,1031,87,99,38
"public",127.2056662,37.2342373,2,4146110100103029760,1760000,5888,8,16,22,330,2,7,7,5,48,26,5,74,26,2,18,3,108,5,6,41,870,84,94,37
"public",127.0560559,37.0555602,1,4122010100103419904,2068000,1175,8,22,0,240,2,4,5,2,27,43,7,58,18,5,13,0,148,2,0,14,394,29,29,16
"public",127.4524841,37.2903852,0,4150010900101819904,801800,3172,8,13,0,220,2,7,6,2,19,33,8,94,11,7,5,0,69,2,4,4,284,26,13,5
"public",127.1684645,37.6093895,1,4136010900200739840,84500,3464,5,44,0,720,3,4,1,2,2,33,5,38,11,2,12,4,63,11,2,0,156,30,27,11
"public",127.0575834,37.0774051,1,4122011000107979776,2036000,631,8,22,0,240,2,4,5,1,57,51,8,73,39,8,24,1,154,6,2,61,627,54,45,30
"public",127.0350013,37.2133334,1,4159011600104600064,830900,1687,8,13,0,160,2,4,4,4,49,66,5,136,15,2,18,3,181,7,0,8,894,78,71,25
"public",126.899241,37.646407,1,4128111200100460032,1885000,1487,8,13,0,160,2,8,1,2,7,11,0,6,1,4,5,0,44,5,2,0,112,10,4,2
"public",127.4411449,37.2828881,0,4150010100104200192,990700,2999,8,14,0,220,2,4,7,5,60,23,6,134,53,4,28,3,126,7,4,63,1217,95,104,36
"public",127.224028,37.519184,0,4145010200101720064,1234000,826,8,13,0,330,2,4,9,0,5,2,0,0,1,1,0,0,10,2,1,0,20,0,1,0
"public",126.867862,37.490742,2,4121010200100090368,2112000,524,8,15,0,160,2,7,6,3,29,111,12,124,11,6,25,3,115,7,6,4,572,57,61,27
"public",126.8666222,37.4846893,1,4121010200101539840,3003000,660.2,8,15,0,160,2,3,1,0,39,92,11,152,29,7,33,2,152,14,5,26,719,63,72,26
"public",126.8722073,37.4769468,1,4121010200104489984,2656000,2950.1,8,14,0,160,2,4,1,1,52,81,10,199,30,3,53,5,152,11,5,14,926,121,124,34
"public",126.8645021,37.474091,1,4121010200104889856,2876000,465,8,14,0,330,2,4,7,2,39,113,9,198,36,2,29,4,176,14,3,20,935,98,131,34
"public",126.9959664,37.3885865,0,4143010900106019840,1744000,1881,8,44,0,160,2,7,2,0,2,10,4,12,14,4,3,0,11,4,7,1,75,18,3,2
"public",127.1708668,37.536629,0,4145012300102759936,2101000,1320,8,13,0,160,2,3,6,1,7,3,0,0,1,3,1,1,8,2,1,0,37,1,0,1
"public",126.8168644,37.309976,1,4127310700107279872,2660000,1480.8,8,23,0,240,2,2,5,1,32,73,9,129,33,1,18,0,109,6,2,4,556,56,48,14
"public",127.040658,37.1398415,0,4137011700102430208,518100,1753,8,15,0,160,3,7,8,1,6,21,0,6,1,4,0,0,20,1,3,4,65,2,5,3
"public",127.1941462,37.5221662,0,4145011800103329792,1611000,660,8,44,0,160,2,4,1,1,5,2,1,0,0,3,0,0,18,1,4,0,59,9,0,0
"public",126.768389,37.694264,1,4128710300114880000,2070000,709.6,8,14,0,240,2,3,5,7,33,121,11,113,21,7,27,4,109,4,1,13,665,75,59,24
"public",127.0516158,37.2388486,1,4111710700102340096,1090000,1797,8,43,0,160,2,3,2,4,23,71,8,141,12,2,17,1,81,4,7,3,324,51,71,24
"public",127.1261626,37.4407639,3,4113110200169319936,2707000,1698.1,8,14,0,330,2,7,7,0,60,55,9,151,58,4,28,1,231,9,1,71,1144,94,112,45
"public",127.1387084,37.4471327,0,4113110200133069824,3369000,1024.2,8,14,0,240,3,2,5,1,61,107,10,162,69,1,33,3,262,21,2,93,1509,95,161,71
"public",127.1330728,37.4453407,2,4113110200137520128,2317000,2170.6,8,14,0,940,3,1,5,1,69,99,8,182,73,3,36,3,283,21,1,82,1431,109,144,63
"public",127.141395,37.4479476,1,4113110200172930048,3240000,1346.2,8,14,0,240,3,3,5,1,59,113,8,168,70,1,35,2,226,20,2,91,1321,91,145,65
"public",127.0872793,37.0007991,0,4122011400105410048,926600,1047.3,8,13,0,160,2,3,5,3,43,39,8,96,27,7,33,3,86,5,1,37,943,82,83,39
"public",127.098673,37.3899222,0,4113510800105750016,4617000,1750.5,8,16,0,240,2,3,4,2,9,19,4,52,6,1,7,3,55,1,8,0,154,49,20,6
"public",127.236065,37.6483799,1,4136010200105880064,2367000,1496.6,8,15,0,240,2,4,1,3,27,74,7,124,9,1,13,0,88,3,2,4,443,61,54,17
"public",126.9642706,37.3904012,1,4117310300108960256,2526000,613.1,8,14,0,160,2,1,4,3,46,64,11,393,52,5,41,4,188,9,4,13,1251,227,109,29
"public",126.9736933,37.389391,0,4117310300101329920,3072000,331,8,14,0,230,2,4,1,2,36,90,11,167,31,5,26,0,198,5,1,1,554,73,69,28
"public",127.2003234,37.8982182,0,4165010100101689856,545400,3058,8,14,0,160,2,4,7,2,24,21,5,38,37,3,11,3,29,11,0,14,446,27,33,16
"public",127.0950264,37.3279561,1,4146510100107010048,1704000,1508.6,8,13,0,160,2,4,4,3,38,64,9,244,11,4,32,5,147,7,3,16,760,104,100,34
"public",127.0887791,37.3194624,2,4146510100110510080,2802000,1203.9,8,14,0,240,2,2,3,3,32,86,12,273,15,3,33,4,127,5,1,0,592,81,97,38
"public",126.7220359,37.6021474,0,4157010700108040192,2148000,1948.6,8,16,0,220,2,4,2,4,12,63,6,60,2,1,9,1,58,2,5,0,203,15,32,10
"public",126.7998631,37.6640838,1,4128510700103490048,1420000,1157,8,64,0,160,2,3,4,1,19,51,8,72,9,3,8,1,71,3,0,0,236,29,29,11
"public",127.1850903,37.5490197,0,4145011000102439936,4872000,996,8,13,0,240,2,8,1,1,6,9,1,2,5,3,9,0,32,1,0,0,63,13,4,1
"public",127.1463609,37.428285,0,4113310900101450240,3091000,1017.8,8,14,0,220,2,2,1,0,23,37,13,73,18,5,6,2,67,6,1,2,326,16,13,9
"public",126.869133,37.465122,0,4121010300106840064,2733000,1000,8,13,0,160,2,4,3,0,17,97,9,139,15,1,15,2,95,6,0,8,383,32,63,21
"public",126.874724,37.464703,0,4121010300106820096,2766000,702.5,8,14,0,160,2,3,4,3,22,127,13,204,20,1,18,3,104,8,0,7,492,43,74,27
"public",126.8816196,37.458713,0,4121010300102600192,2925000,660,8,14,0,160,2,2,4,4,22,113,10,199,18,2,15,1,112,10,1,7,539,44,74,24
"public",126.8777291,37.4657117,0,4121010300100299776,3348000,660.1,8,14,0,160,2,3,4,3,32,115,12,211,25,1,25,4,114,8,0,7,539,55,75,25
"public",126.851346,37.4154589,0,4121010700105449984,1200000,2318,8,13,43,160,2,4,8,0,3,1,0,0,0,4,1,0,19,1,0,0,29,1,0,0
"public",127.0126477,37.2840483,0,4.111513000101e+18,1489000,923,8,13,0,330,2,4,7,0,42,36,10,74,39,6,27,18,113,14,7,96,1052,125,84,37
"public",126.835872,37.622274,0,4128112800109920256,2162000,838.9,8,22,0,160,2,4,5,5,43,120,19,219,16,3,25,3,128,17,2,5,793,74,95,41
"public",126.833005,37.615118,1,4128112800107169792,4164000,1051.5,8,22,0,220,2,1,4,4,26,78,11,123,15,2,15,1,90,14,1,3,569,51,55,28
"public",126.838583,37.626336,0,4128112800109329920,1770000,740.1,8,14,0,160,2,4,4,4,44,93,13,220,17,4,26,4,101,12,5,7,734,79,91,39
"public",126.9583099,37.3708651,0,4117310400110029824,5233000,403.5,8,22,0,220,2,1,1,1,39,61,9,100,23,7,23,0,134,8,0,23,611,76,56,23
"public",126.9526451,37.3811887,1,4117310400109329920,2219000,622.1,8,15,0,160,2,7,7,2,33,69,9,413,35,9,23,6,142,7,3,2,716,121,74,21
"public",126.8243855,37.3102794,1,4127310100107120128,1305000,745.1,8,14,0,160,2,2,4,2,51,63,9,210,44,2,29,6,170,8,4,12,1301,166,105,33
"public",127.0487576,37.7119917,1,4115010200104560128,1344000,1249.8,8,14,0,160,2,3,6,0,19,41,8,38,20,4,9,0,26,3,1,4,300,20,20,11
"public",127.0431136,37.7264599,4,4115010200103190016,1806000,2295,8,14,0,330,2,4,2,2,40,101,5,115,21,6,18,0,73,6,2,20,585,36,60,23
"public",127.2470282,37.6562717,1,4136010100106690048,1381000,3024.5,8,14,0,160,2,3,4,2,25,79,7,105,7,3,13,1,98,5,3,4,538,73,51,15
"public",127.0142838,37.2054589,0,4159012600100190208,1522000,1962,8,13,0,220,2,4,5,2,6,28,3,19,3,4,1,1,31,2,6,0,119,6,8,6
"public",126.9950343,37.2764224,1,4111513800101840384,1584000,1601.6,8,14,0,160,2,2,2,2,25,53,9,55,22,8,8,3,103,7,3,26,375,36,40,23
"public",126.9862829,37.2850897,1,4111513800106890240,1668000,1650.5,8,14,0,160,2,1,5,2,16,78,13,108,16,2,6,2,66,4,5,0,217,36,30,12
"public",126.8726448,37.6000383,1,4128112900102260224,1826000,583,8,13,0,160,2,4,2,1,7,5,3,2,3,5,3,1,11,4,1,1,56,7,0,3
"public",126.833455,37.644638,0,4128112300108640256,2546000,1000.3,8,14,0,330,2,3,2,1,21,48,6,91,14,4,15,10,47,8,0,2,388,46,17,7
"public",126.835786,37.630534,1,4128112300109940224,3167000,1000.7,8,14,0,160,2,1,4,4,51,86,13,279,24,5,38,4,111,17,2,12,883,102,116,42
"public",127.0661364,37.8441726,1,4163011000101400064,707700,2753,8,14,0,160,2,4,7,3,16,23,4,19,8,4,6,1,47,7,1,1,244,24,22,12
